file,artist,genre,style,cluster
Art_Nouveau_Modern/nicholas-roerich_walls-of-kremlin-in-novgorod-1903.jpg,14,130,143,2
Analytical_Cubism/pablo-picasso_woman-with-guitar-and-piano-1911.jpg,15,131,142,2
Impressionism/eugene-boudin_the-garden-1869.jpg,6,133,152,2
Symbolism/nicholas-roerich_remember-1924.jpg,14,133,164,2
Symbolism/nicholas-roerich_book-of-doves-1922.jpg,14,136,164,2
Post_Impressionism/pyotr-konchalovsky_evening-on-the-pier-1920.jpg,18,130,160,2
Realism/pyotr-konchalovsky_mtskheta-sandro-sakla-1927.jpg,18,130,161,2
Impressionism/claude-monet_open-sea.jpg,4,139,152,2
Art_Nouveau_Modern/nicholas-roerich_old-king-1910-1.jpg,14,139,143,2
Post_Impressionism/pyotr-konchalovsky_the-horse-in-harness-sketch-for-painting-the-return-from-the-fair-1926.jpg,18,137,160,2
Realism/boris-kustodiev_venice-quay-grand-canal-with-views-of-the-island-of-san-giorgio.jpg,1,130,161,2
Realism/nicholas-roerich_wenden-ruins-of-chapel-1903.jpg,14,130,161,2
Impressionism/eugene-boudin_dutch-windmills-1884.jpg,6,133,152,2
Romanticism/ivan-aivazovsky_brig-mercury-attacked-by-two-turkish-ships-1892.jpg,9,139,163,2
Impressionism/paul-cezanne_the-halle-aux-vins-seen-from-the-rue-de-jussieu-1872.jpg,16,130,152,2
Post_Impressionism/pyotr-konchalovsky_design-for-the-opera-by-wolfgang-amadeus-mozart-don-giovanni-1913.jpg,18,139,160,2
Impressionism/eugene-boudin_brussels-the-old-fish-market.jpg,6,131,152,2
Art_Nouveau_Modern/boris-kustodiev_frosty-morning-1913.jpg,1,131,143,2
Art_Nouveau_Modern/nicholas-roerich_oze-s-hut-1912.jpg,14,139,143,2
Impressionism/camille-pissarro_village-street-auvers-sur-oise-1873.jpg,2,133,152,2
Impressionism/camille-pissarro_cour-du-havre-gare-st-lazare-1893.jpg,2,130,152,2
Symbolism/nicholas-roerich_message-to-tiron-1940.jpg,14,133,164,2
Impressionism/pierre-auguste-renoir_terraces-at-cagnes-1905.jpg,17,130,152,2
Impressionism/john-singer-sargent_shipping-majorca-1908.jpg,11,139,152,2
Post_Impressionism/martiros-saryan_on-marna-1927.jpg,13,133,160,2
Impressionism/claude-monet_the-road-and-the-house.jpg,4,133,152,2
Impressionism/john-singer-sargent_rio-de-santa-maria-formosa-1905.jpg,11,130,152,2
Symbolism/nicholas-roerich_jeanne-d-arc-in-the-fire-1930.jpg,14,139,164,2
Post_Impressionism/paul-cezanne_farmyard-at-auvers.jpg,16,133,160,2
Post_Impressionism/vincent-van-gogh_les-alyscamps-1888(2).jpg,22,130,160,2
Realism/vincent-van-gogh_people-strolling-on-the-beach-1882.jpg,22,131,161,2
Post_Impressionism/vincent-van-gogh_entrance-to-a-quarry-near-saint-remy-1889(1).jpg,22,133,160,2
Realism/ilya-repin_follow-me-satan-1891.jpg,8,136,161,2
Realism/vincent-van-gogh_the-vicarage-at-nuenen-1885.jpg,22,133,161,2
Symbolism/martiros-saryan_a-street-evening-1910.jpg,13,130,164,2
Symbolism/nicholas-roerich_chiktan-citadel-in-himalayas-1932.jpg,14,133,164,2
Realism/john-singer-sargent_venetian-canal-scene.jpg,11,130,161,2
Post_Impressionism/pyotr-konchalovsky_shosse-at-maloyaroslavets-1938.jpg,18,133,160,2
Realism/john-singer-sargent_moorish-courtyard-1913.jpg,11,133,161,2
Impressionism/childe-hassam_the-mirror-cos-cob-connecticut.jpg,3,130,152,2
Impressionism/eugene-boudin_the-beach-at-trouville-1868.jpg,6,131,152,2
Art_Nouveau_Modern/nicholas-roerich_rostov-veliky-door-of-the-church-on-ishna-1903.jpg,14,130,143,2
Realism/boris-kustodiev_bather-1917.jpg,1,131,161,2
Impressionism/john-singer-sargent_san-vigilio-lake-garda-1913.jpg,11,130,152,2
Symbolism/nicholas-roerich_issa-and-giant-s-head-1932.jpg,14,136,164,2
Impressionism/camille-pissarro_the-railroad-bridge-at-bedford-park-1.jpg,2,130,152,2
Post_Impressionism/vincent-van-gogh_le-moulin-de-la-galette-4-1886.jpg,22,130,160,2
Impressionism/john-singer-sargent_brenva-glacier.jpg,11,133,152,2
Cubism/pyotr-konchalovsky_factory-in-nara-1918.jpg,18,130,147,2
Art_Nouveau_Modern/boris-kustodiev_show-booths-1917.jpg,1,131,143,2
Realism/boris-kustodiev_bridge-astrakhan-1918.jpg,1,130,161,2
Romanticism/gustave-dore_don-quixote-7.jpg,7,132,163,2
Symbolism/martiros-saryan_caravan-1926.jpg,13,133,164,2
Impressionism/eugene-boudin_market-day-at-trouville-normandy-1878.jpg,6,131,152,2
Impressionism/camille-pissarro_place-du-theatre-francais-rain-effect.jpg,2,130,152,2
Art_Nouveau_Modern/boris-kustodiev_at-the-fair-1906.jpg,1,131,143,2
Impressionism/claude-monet_rio-della-salute-02.jpg,4,130,152,2
Northern_Renaissance/albrecht-durer_courtyard-of-the-former-castle-in-innsbruck-with-clouds-1494.jpg,25,130,157,2
Impressionism/childe-hassam_provincetown-grocery-store.jpg,3,131,152,2
Impressionism/edgar-degas_dinner-at-the-ball-1879.jpg,5,131,152,2
Realism/ivan-shishkin_summer-in-the-field-landscape-with-a-herd.jpg,10,133,161,2
Symbolism/martiros-saryan_landscape-turkmenistan-1934.jpg,13,133,164,2
Romanticism/gustave-dore_don-quixote-120.jpg,7,132,163,2
Impressionism/eugene-boudin_cows-in-a-pasture-2.jpg,6,139,152,2
Symbolism/nicholas-roerich_ladakh-sunset-1933.jpg,14,133,164,2
Post_Impressionism/vincent-van-gogh_view-of-paris-from-montmartre-1886.jpg,22,139,160,2
Impressionism/eugene-boudin_laundresses-1.jpg,6,131,152,2
Realism/eugene-boudin_le-havre-the-town-hotel-and-the-francois-i-tower-1859.jpg,6,130,161,2
Symbolism/nicholas-roerich_tombs-in-the-desert-1930.jpg,14,133,164,2
Realism/vincent-van-gogh_backyards-of-old-houses-in-antwerp-in-the-snow-1885.jpg,22,130,161,2
Impressionism/john-singer-sargent_the-great-fountain-of-bologna.jpg,11,130,152,2
Impressionism/childe-hassam_the-manhattan-club.jpg,3,130,152,2
Symbolism/nicholas-roerich_evening-call-1931.jpg,14,131,164,2
Realism/pyotr-konchalovsky_still-life-wildflowers-1946.jpg,18,139,161,2
Naive_Art_Primitivism/marc-chagall_vitebsk-village-scene-1917.jpg,12,131,155,2
Impressionism/claude-monet_the-blue-house-at-zaandam.jpg,4,130,152,2
Impressionism/childe-hassam_veranda-of-the-old-house.jpg,3,130,152,2
Symbolism/pablo-picasso_hurdy-gurdy-1905.jpg,15,131,164,2
Cubism/pyotr-konchalovsky_cassis-1913-2.jpg,18,130,147,2
Realism/claude-monet_pont-of-honfleur-sun.jpg,4,130,161,2
Impressionism/eugene-boudin_women-on-the-beach-rough-seas-1870.jpg,6,133,152,2
Naive_Art_Primitivism/pablo-picasso_las-meninas-velazquez-1957-6.jpg,15,131,155,2
Romanticism/gustave-dore_purgatorio-canto-33.jpg,7,132,163,2
Art_Nouveau_Modern/nicholas-roerich_punkaharju-1907.jpg,14,133,143,2
Post_Impressionism/pyotr-konchalovsky_crimea-gazebo-1929.jpg,18,139,160,2
Impressionism/camille-pissarro_mardi-gras-on-the-boulevards-1897.jpg,2,130,152,2
Art_Nouveau_Modern/nicholas-roerich_martyr-mercurius-of-smolensk-1918.jpg,14,136,143,2
Realism/ilya-repin_ballet-scene-1875.jpg,8,131,161,2
Symbolism/martiros-saryan_gazelles-1926.jpg,13,139,164,2
Impressionism/john-singer-sargent_villa-di-marlia-lucca-1910.jpg,11,133,152,2
Realism/vincent-van-gogh_woman-with-white-shawl-in-a-wood-1882.jpg,22,131,161,2
Impressionism/eugene-boudin_the-spanish-quay-in-rotterdam-sun-1879.jpg,6,139,152,2
Art_Nouveau_Modern/boris-kustodiev_moscow-tavern-1916.jpg,1,131,143,2
Symbolism/nicholas-roerich_kereksury-1927.jpg,14,133,164,2
Post_Impressionism/vincent-van-gogh_view-of-paris-with-notre-dame-and-the-pantheon-1886.jpg,22,137,160,2
Impressionism/john-singer-sargent_ponte-san-giuseppe-di-castello-venice.jpg,11,130,152,2
Fauvism/martiros-saryan_constantinople-1910.jpg,13,130,150,2
Impressionism/claude-monet_zaandam-canal.jpg,4,130,152,2
Post_Impressionism/vincent-van-gogh_the-outskirts-of-paris-1886.jpg,22,131,160,2
Expressionism/martiros-saryan_a-nook-of-old-yerevan-1928.jpg,13,130,149,2
Romanticism/ivan-aivazovsky_ka-d-ordo-palace-in-venice-by-moonlight-1878.jpg,9,130,163,2
Impressionism/eugene-boudin_seascape.jpg,6,139,152,2
Impressionism/john-singer-sargent_san-vigilio-a-boat-with-golden-sail-1913.jpg,11,130,152,2
Post_Impressionism/pyotr-konchalovsky_the-service-in-st-sophia-cathedral-1928.jpg,18,139,160,2
Impressionism/camille-pissarro_view-of-pontoise-1873.jpg,2,133,152,2
Baroque/rembrandt_the-mill.jpg,20,133,144,2
Impressionism/john-singer-sargent_street-in-arras-1918.jpg,11,131,152,2
Art_Nouveau_Modern/nicholas-roerich_suzdal-alexander-nevsky-monastery-1903.jpg,14,130,143,2
Impressionism/eugene-boudin_the-beach-at-trouville-1871.jpg,6,131,152,2
Realism/vincent-van-gogh_weed-burner-sitting-on-a-wheelbarrow-with-his-wife-1883.jpg,22,131,161,2
Impressionism/john-singer-sargent_scuola-di-san-rocco.jpg,11,130,152,2
Post_Impressionism/pyotr-konchalovsky_leningrad-cabin-of-peter-the-great-the-summer-garden-1931.jpg,18,130,160,2
Impressionism/claude-monet_the-stream-of-robec-at-rouen-1872.jpg,4,130,152,2
Impressionism/camille-pissarro_the-pont-corneille-rouen-morning-effect-1896.jpg,2,130,152,2
Impressionism/camille-pissarro_the-effect-of-snow-at-l-hermitage-pontoise-1875.jpg,2,133,152,2
Expressionism/martiros-saryan_a-street-constantinople-1910-1.jpg,13,130,149,2
Art_Nouveau_Modern/nicholas-roerich_gegstad-manor-1912.jpg,14,139,143,2
Post_Impressionism/vincent-van-gogh_the-courtyard-of-the-hospital-in-arles-1889.jpg,22,130,160,2
Realism/pyotr-konchalovsky_still-life-meat-and-poultry-1936.jpg,18,138,161,2
Art_Nouveau_Modern/nicholas-roerich_sketches-of-costumes-for-tale-of-tsar-saltan-1919-3.jpg,14,139,143,2
Post_Impressionism/paul-cezanne_gardanne-1890.jpg,16,133,160,2
Realism/vincent-van-gogh_farmhouses-among-trees-1883(1).jpg,22,133,161,2
Post_Impressionism/vincent-van-gogh_auvers-town-hall-in-14-july-1890-1890(1).jpg,22,130,160,2
Pointillism/camille-pissarro_brickworks-at-eragny-1888.jpg,2,133,158,2
Post_Impressionism/pyotr-konchalovsky_balaklava-the-balcony-1929.jpg,18,139,160,2
Realism/pyotr-konchalovsky_winter-rooftops-1942.jpg,18,130,161,2
Impressionism/camille-pissarro_view-of-paris-rue-d-amsterdam-1897.jpg,2,130,152,2
Art_Nouveau_Modern/nicholas-roerich_putivl-1908.jpg,14,139,143,2
Impressionism/camille-pissarro_potato-harvest-1893.jpg,2,131,152,2
Post_Impressionism/vincent-van-gogh_the-church-at-auvers-1890.jpg,22,130,160,2
Art_Nouveau_Modern/boris-kustodiev_catching-of-homeless-dogs.jpg,1,131,143,2
Impressionism/childe-hassam_early-evening-after-snowfall.jpg,3,130,152,2
Impressionism/john-singer-sargent_in-a-medici-villa.jpg,11,130,152,2
Impressionism/edgar-degas_riders-on-a-road-1868.jpg,5,131,152,2
Cubism/pyotr-konchalovsky_still-life-with-jug-1919.jpg,18,138,147,2
Impressionism/camille-pissarro_avenue-de-l-opera-snow-effect-1899.jpg,2,130,152,2
Romanticism/paul-cezanne_view-of-bonnieres-1866.jpg,16,133,163,2
Impressionism/john-singer-sargent_villa-torlonia-frascati-1907.jpg,11,130,152,2
Impressionism/childe-hassam_columbus-avenue-rainy-day-1885.jpg,3,130,152,2
Expressionism/salvador-dali_autumn-sonata.jpg,21,131,149,2
Impressionism/childe-hassam_view-of-broadway-and-fifth-avenue-1.jpg,3,130,152,2
Realism/martiros-saryan_dvin-excavations-1952.jpg,13,131,161,2
Art_Nouveau_Modern/boris-kustodiev_square-at-the-exit-of-the-city-1911.jpg,1,130,143,2
Post_Impressionism/pyotr-konchalovsky_moscow-spiridonovka-1931.jpg,18,130,160,2
Impressionism/camille-pissarro_place-du-theatre-francais-afternoon-sun-in-winter-1898.jpg,2,130,152,2
Art_Nouveau_Modern/nicholas-roerich_rostov-veliky-interior-of-church-of-savior-1903.jpg,14,139,143,2
Cubism/pyotr-konchalovsky_san-gimignano-1912-1.jpg,18,130,147,2
Post_Impressionism/vincent-van-gogh_interior-of-a-restaurant-1887.jpg,22,139,160,2
Post_Impressionism/pyotr-konchalovsky_kutaisi-grape-market-1935.jpg,18,139,160,2
Impressionism/john-singer-sargent_behind-the-salute-1907.jpg,11,130,152,2
Post_Impressionism/vincent-van-gogh_quay-with-men-unloading-sand-barges-1888-1.jpg,22,131,160,2
Symbolism/nicholas-roerich_buddha-the-winner-1925.jpg,14,136,164,2
Post_Impressionism/vincent-van-gogh_view-of-paris-from-vincent-s-room-in-the-rue-lepic-1887.jpg,22,130,160,2
Post_Impressionism/salvador-dali_portrait-of-grandmother-ana-sewing.jpg,21,135,160,2
Impressionism/eugene-boudin_fervaques-the-main-street.jpg,6,130,152,2
Post_Impressionism/pyotr-konchalovsky_bakhchisarai-khan-s-palace-1930.jpg,18,130,160,2
Realism/boris-kustodiev_strike-1906.jpg,1,131,161,2
Symbolism/nicholas-roerich_ruins-of-a-chinese-fort-1926.jpg,14,133,164,2
Impressionism/childe-hassam_the-alhambra-aka-summer-palace-of-the-caliphs-granada-spain.jpg,3,130,152,2
Impressionism/claude-monet_fishing-boats-calm-sea.jpg,4,139,152,2
Realism/vincent-van-gogh_cart-with-black-ox-1884(1).jpg,22,139,161,2
Symbolism/nicholas-roerich_novgorod-spas-nereditsky-1899.jpg,14,133,164,2
Impressionism/childe-hassam_rainy-day-on-fifth-avenue.jpg,3,131,152,2
Realism/pyotr-konchalovsky_still-life-with-bittern-and-woodpecker-1934.jpg,18,138,161,2
Post_Impressionism/vincent-van-gogh_white-house-at-night-1890.jpg,22,130,160,2
Romanticism/gustave-dore_don-quixote-89.jpg,7,132,163,2
Post_Impressionism/pyotr-konchalovsky_stovemaker-sumkin-from-maloyaroslavets-1954.jpg,18,131,160,2
Realism/pyotr-konchalovsky_spring-courtyard-1942.jpg,18,130,161,2
Impressionism/john-singer-sargent_rio-dell-angelo-1902.jpg,11,130,152,2
Expressionism/martiros-saryan_old-yerevan-1928.jpg,13,130,149,2
Impressionism/john-singer-sargent_santa-maria-della-salute-1904.jpg,11,130,152,2
Impressionism/childe-hassam_hassam-childe-grand-prix-day-sun.jpg,3,131,152,2
Post_Impressionism/pyotr-konchalovsky_venice-rialto-bridge-1924.jpg,18,130,160,2
Art_Nouveau_Modern/nicholas-roerich_pechora-a-large-belfry-1903(2).jpg,14,130,143,2
Post_Impressionism/vincent-van-gogh_the-factory-at-asnieres-1887.jpg,22,130,160,2
Post_Impressionism/salvador-dali_port-of-cadaques-night.jpg,21,139,160,2
Symbolism/nicholas-roerich_great-wall-of-china-1938.jpg,14,133,164,2
Symbolism/nicholas-roerich_command-1917.jpg,14,131,164,2
Art_Nouveau_Modern/nicholas-roerich_three-pleasures-1916.jpg,14,139,143,2
Impressionism/pierre-auguste-renoir_young-woman-in-a-boat-lise-trehot-1870.jpg,17,131,152,2
Realism/vincent-van-gogh_cluster-of-old-houses-with-the-new-church-in-the-hague-1882(1).jpg,22,130,161,2
Art_Nouveau_Modern/nicholas-roerich_street-in-front-of-castle-1913.jpg,14,139,143,2
Realism/vincent-van-gogh_water-wheels-of-mill-at-gennep-1884.jpg,22,130,161,2
Realism/pyotr-konchalovsky_lilac-in-the-wicker-chair-1945.jpg,18,139,161,2
Art_Nouveau_Modern/nicholas-roerich_rostov-the-great-1903.jpg,14,130,143,2
Art_Nouveau_Modern/nicholas-roerich_kovno-old-church-1903.jpg,14,130,143,2
Romanticism/gustave-dore_don-quixote-s-moralising-on-ingratitude.jpg,7,132,163,2
Impressionism/claude-monet_rouen-cathedral-the-portal-and-the-tour-d-albene-grey-weather.jpg,4,130,152,2
Art_Nouveau_Modern/boris-kustodiev_fireplace-night-1917.jpg,1,131,143,2
Realism/ilya-repin_in-the-hut-1895.jpg,8,131,161,2
Impressionism/claude-monet_garden-at-sainte-adresse.jpg,4,131,152,2
Expressionism/martiros-saryan_scene-from-the-train-window-1960-1.jpg,13,133,149,2
Post_Impressionism/martiros-saryan_landscape.jpg,13,133,160,2
Art_Nouveau_Modern/nicholas-roerich_yaroslavl-entrance-to-the-st-nicholas-wet-church-1903.jpg,14,130,143,2
Art_Nouveau_Modern/nicholas-roerich_rostov-veliky-attics-of-princely-houses-1903.jpg,14,130,143,2
Naive_Art_Primitivism/marc-chagall_the-window-1924.jpg,12,133,155,2
Impressionism/pierre-auguste-renoir_laundry-boat-by-the-banks-of-the-seine-near-paris-1873.jpg,17,130,152,2
Symbolism/nicholas-roerich_the-language-of-the-forest-1922.jpg,14,133,164,2
Impressionism/childe-hassam_across-the-avenue-in-sunlight-june.jpg,3,131,152,2
Impressionism/john-singer-sargent_a-marble-fountain-at-aranjuez-spain-1912.jpg,11,133,152,2
Art_Nouveau_Modern/boris-kustodiev_blue-house-1920.jpg,1,130,143,2
Expressionism/martiros-saryan_rainbow-1929.jpg,13,133,149,2
Post_Impressionism/vincent-van-gogh_landscape-with-carriage-and-train-1890.jpg,22,133,160,2
Post_Impressionism/vincent-van-gogh_strollers-and-onlookers-at-a-place-of-entertainment-1887.jpg,22,137,160,2
Romanticism/gustave-dore_don-quixote-78.jpg,7,132,163,2
Post_Impressionism/pyotr-konchalovsky_novgorod-sophia-1925.jpg,18,130,160,2
Realism/ilya-repin_choosing-a-bride-for-a-grand-duke-1884.jpg,8,131,161,2
Realism/eugene-boudin_beach-scene-trouville-1863.jpg,6,131,161,2
Realism/vincent-van-gogh_view-on-the-singel-in-amsterdam-1885.jpg,22,130,161,2
Impressionism/claude-monet_the-railroad-station-at-argenteuil.jpg,4,130,152,2
Symbolism/nicholas-roerich_bonpo-stronghold-1933.jpg,14,133,164,2
Impressionism/childe-hassam_flower-market.jpg,3,131,152,2
Impressionism/john-singer-sargent_grand-canal-venice-1907.jpg,11,130,152,2
Impressionism/john-singer-sargent_two-wine-glasses-1874.jpg,11,133,152,2
Naive_Art_Primitivism/martiros-saryan_a-room-1935.jpg,13,131,155,2
Art_Nouveau_Modern/nicholas-roerich_putivl-1920.jpg,14,139,143,2
Cubism/pyotr-konchalovsky_still-life-table-with-the-dishes-1919.jpg,18,138,147,2
Impressionism/claude-monet_the-grand-canal-and-santa-maria-della-salute.jpg,4,130,152,2
Post_Impressionism/vincent-van-gogh_chestnut-trees-in-blossom-1890(1).jpg,22,130,160,2
Post_Impressionism/paul-cezanne_the-roofs.jpg,16,130,160,2
Northern_Renaissance/albrecht-durer_innsbruck.jpg,25,130,157,2
Art_Nouveau_Modern/nicholas-roerich_building-the-ships-1903.jpg,14,131,143,2
Realism/pyotr-konchalovsky_fire-1930.jpg,18,130,161,2
Impressionism/camille-pissarro_outer-harbour-of-le-havre-1903.jpg,2,130,152,2
Impressionism/childe-hassam_grand-prix-day-also-known-as-le-jour-de-grand-prix.jpg,3,131,152,2
Impressionism/boris-kustodiev_moscow-red-square.jpg,1,130,152,2
Realism/eugene-boudin_the-francois-ier-tower-at-le-havre-1852.jpg,6,133,161,2
Symbolism/nicholas-roerich_russian-easter-1924.jpg,14,131,164,2
Realism/vincent-van-gogh_congregation-leaving-the-reformed-church-in-nuenen-1884(1).jpg,22,130,161,2
Post_Impressionism/vincent-van-gogh_the-entrance-hall-of-saint-paul-hospital-1889.jpg,22,139,160,2
Impressionism/claude-monet_fishing-boats.jpg,4,139,152,2
Impressionism/camille-pissarro_the-inner-harbor-dpeppe-high-tide-morning-grey-weather-1902.jpg,2,130,152,2
Impressionism/john-singer-sargent_tarragona-1908.jpg,11,130,152,2
Post_Impressionism/martiros-saryan_gathering-of-grapes-1933.jpg,13,131,160,2
Art_Nouveau_Modern/boris-kustodiev_paris-boulevard-at-night-1913.jpg,1,131,143,2
Impressionism/eugene-boudin_deauville-beach-scene-1890.jpg,6,131,152,2
Impressionism/camille-pissarro_rue-saint-honore-sun-effect-afternoon-1898.jpg,2,133,152,2
Expressionism/martiros-saryan_a-yard-1922.jpg,13,133,149,2
Symbolism/martiros-saryan_ararat-at-spring-1945.jpg,13,133,164,2
Impressionism/claude-monet_the-la-rue-bavolle-at-honfleur-2.jpg,4,130,152,2
Post_Impressionism/vincent-van-gogh_thatched-sandstone-cottages-in-chaponval-1890.jpg,22,133,160,2
Naive_Art_Primitivism/marc-chagall_three-angels-visit-abraham-1931.jpg,12,136,155,2
Romanticism/gustave-dore_don-quixote-6.jpg,7,132,163,2
Northern_Renaissance/albrecht-durer_way-to-calvary-1527.jpg,25,136,157,2
Symbolism/nicholas-roerich_three-jewels-1932.jpg,14,133,164,2
Art_Nouveau_Modern/nicholas-roerich_st-mercurius-of-smolensk-1918-1.jpg,14,136,143,2
Impressionism/childe-hassam_paris-street-scene.jpg,3,131,152,2
Art_Nouveau_Modern/nicholas-roerich_izborsk-towers-1903.jpg,14,130,143,2
Impressionism/john-singer-sargent_venice.jpg,11,139,152,2
Post_Impressionism/martiros-saryan_eastern-tale-1903.jpg,13,130,160,2
Symbolism/nicholas-roerich_and-we-labor-1922.jpg,14,131,164,2
Impressionism/pierre-auguste-renoir_venetian-gondola-1881.jpg,17,137,152,2
Expressionism/martiros-saryan_kirovakan-village-1948.jpg,13,133,149,2
Impressionism/childe-hassam_a-rainy-day-in-boston-1885.jpg,3,131,152,2
Symbolism/nicholas-roerich_at-midnight-light-of-the-shambhala-1940.jpg,14,139,164,2
Impressionism/eugene-boudin_madame-s-with-her-children-in-their-garden-at-trouville-1873.jpg,6,133,152,2
Impressionism/pierre-auguste-renoir_mosque-in-algiers-1882.jpg,17,130,152,2
Romanticism/gustave-dore_the-inferno-canto-12-1.jpg,7,132,163,2
Art_Nouveau_Modern/nicholas-roerich_viking-s-tomb-1908.jpg,14,133,143,2
Impressionism/camille-pissarro_elderly-woman-mending-old-clothes-moret-1902.jpg,2,131,152,2
Impressionism/john-singer-sargent_tyrolese-crucifix.jpg,11,130,152,2
Cubism/pablo-picasso_pedestal-glasses-cups-mandolin-1911.jpg,15,138,147,2
Art_Nouveau_Modern/nicholas-roerich_savonlinna-olavinlinna-1906.jpg,14,133,143,2
Impressionism/camille-pissarro_avenue-de-l-opera-place-du-theatre-francais-misty.jpg,2,130,152,2
Impressionism/claude-monet_the-departure-of-the-boats-etretat.jpg,4,130,152,2
Post_Impressionism/pyotr-konchalovsky_peterhof-palace-1931.jpg,18,133,160,2
Impressionism/edgar-degas_the-crucifixion-after-mantegna-1861.jpg,5,136,152,2
Impressionism/eugene-boudin_trouville-the-fish-market-1884.jpg,6,131,152,2
Impressionism/edgar-degas_view-of-saint-valery-sur-somme.jpg,5,130,152,2
Post_Impressionism/pyotr-konchalovsky_leningrad-nicholas-bridge-1931.jpg,18,130,160,2
Impressionism/camille-pissarro_avenue-de-l-opera-effect-of-snow-1898.jpg,2,130,152,2
Impressionism/pierre-auguste-renoir_the-doges-palace-1881.jpg,17,130,152,2
Realism/vincent-van-gogh_view-from-the-window-of-vincent-s-studio-in-winter-1883-1.jpg,22,130,161,2
